reaction,base_reaction,data_type,ec_code,kcat_evidence_count,kcat,MW,kcat_MW,missing_mass_genes
OIVD2_num60,OIVD2,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,42.023,1527020.917116817,
OIVD2_num61,OIVD2,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,47.969,1337738.956409348,
OIVD2_num62,OIVD2,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,50.958,1259272.3419286474,
OIVD2_num63,OIVD2,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,35.839,1790507.5476436287,
OIVD2_num64,OIVD2,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,34.605,1854356.306892068,
OIVD2_num66,OIVD2,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,42.023,1527020.917116817,
OIVD2_num67,OIVD2,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,47.969,1337738.956409348,
OIVD2_num68,OIVD2,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,48.828,1314204.9643647089,
OIVD3_num2,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,34.605,1854356.306892068,
OIVD3_num4,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,42.023,1527020.917116817,
OIVD3_num5,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,50.522,1270139.7411028862,
OIVD3_num6,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,35.839,1790507.5476436287,
OIVD3_num7,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,34.605,1854356.306892068,
OIVD3_num9,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,42.023,1527020.917116817,
OIVD3_num10,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,50.522,1270139.7411028862,
OIVD3_num11,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,50.958,1259272.3419286474,
OIVD3_num12,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,35.839,1790507.5476436287,
OIVD3_num13,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,34.605,1854356.306892068,
OIVD3_num15,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,42.023,1527020.917116817,
OIVD3_num16,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,50.522,1270139.7411028862,
OIVD3_num17,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,48.828,1314204.9643647089,
OIVD3_num18,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,35.839,1790507.5476436287,
OIVD3_num19,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,34.605,1854356.306892068,
OIVD3_num21,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,42.023,1527020.917116817,
OIVD3_num22,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,47.969,1337738.956409348,
OIVD3_num23,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,35.839,1790507.5476436287,
OIVD3_num24,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,34.605,1854356.306892068,
OIVD3_num26,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,42.023,1527020.917116817,
OIVD3_num27,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,47.969,1337738.956409348,
OIVD3_num28,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,50.958,1259272.3419286474,
OIVD3_num29,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,35.839,1790507.5476436287,
OIVD3_num30,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,34.605,1854356.306892068,
OIVD3_num32,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,42.023,1527020.917116817,
OIVD3_num33,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,47.969,1337738.956409348,
OIVD3_num34,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,48.828,1314204.9643647089,
OIVD3_num35,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,35.839,1790507.5476436287,
OIVD3_num36,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,34.605,1854356.306892068,
OIVD3_num38,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,42.023,1527020.917116817,
OIVD3_num39,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,50.522,1270139.7411028862,
OIVD3_num40,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,35.839,1790507.5476436287,
OIVD3_num41,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,34.605,1854356.306892068,
OIVD3_num43,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,42.023,1527020.917116817,
OIVD3_num44,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,50.522,1270139.7411028862,
OIVD3_num45,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,50.958,1259272.3419286474,
OIVD3_num46,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,35.839,1790507.5476436287,
OIVD3_num47,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,34.605,1854356.306892068,
OIVD3_num49,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,42.023,1527020.917116817,
OIVD3_num50,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,50.522,1270139.7411028862,
OIVD3_num51,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,48.828,1314204.9643647089,
OIVD3_num52,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,35.839,1790507.5476436287,
OIVD3_num53,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,34.605,1854356.306892068,
OIVD3_num55,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,42.023,1527020.917116817,
OIVD3_num56,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,47.969,1337738.956409348,
OIVD3_num57,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,35.839,1790507.5476436287,
OIVD3_num58,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,34.605,1854356.306892068,
OIVD3_num60,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,42.023,1527020.917116817,
OIVD3_num61,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,47.969,1337738.956409348,
OIVD3_num62,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,50.958,1259272.3419286474,
OIVD3_num63,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,35.839,1790507.5476436287,
OIVD3_num64,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,34.605,1854356.306892068,
OIVD3_num66,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,42.023,1527020.917116817,
OIVD3_num67,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,47.969,1337738.956409348,
OIVD3_num68,OIVD3,EC_class_1_SABIO_median,1.2.1.25,0,17.825000000000003,48.828,1314204.9643647089,
OPHBDC_num2,OPHBDC,EC_class_4_SABIO_median,4.1.1.98,0,5.9,77.496,274078.66212449677,
OPMEACPR_num2,OPMEACPR,SABIO_RK_cache_median,1.1.1.100,2,4.0,25.479,565171.3175556341,
OPMEACPR_num3,OPMEACPR,SABIO_RK_cache_median,1.1.1.100,2,4.0,25.91,555769.9729834041,
OPMEACPR_num4,OPMEACPR,SABIO_RK_cache_median,1.1.1.100,2,4.0,26.729,538740.693628643,
OPMEACPR_num5,OPMEACPR,SABIO_RK_cache_median,1.1.1.100,2,4.0,24.429,589463.3427483728,
OPMEACPR_num6,OPMEACPR,SABIO_RK_cache_median,1.1.1.100,2,4.0,25.548,563644.9037106623,
OPMEACPR_num7,OPMEACPR,SABIO_RK_cache_median,1.1.1.100,2,4.0,25.878,556457.2223510317,
OPMEACPS_num2,OPMEACPS,EC_kcat_max_BRENDA,2.3.1.179,1,0.047,41.108,4115.987155784763,
ORNTA_num2,ORNTA,EC_kcat_max_BRENDA,2.6.1.13,1,4.3,43.958,352154.3291323536,
ORNabc_num2,ORNabc,global_default_no_ec,,0,65.0,26.819,8725157.53756665,
ORNabc_num3,ORNabc,global_default_no_ec,,0,65.0,28.076,8334520.586978202,
ORNabc_num4,ORNabc,global_default_no_ec,,0,65.0,34.88,6708715.596330275,
ORNabc_num5,ORNabc,global_default_no_ec,,0,65.0,28.014,8352966.373955879,
OXDHCOAT_num2,OXDHCOAT,SABIO_RK_cache_median,2.3.1.9,15,174.0,40.69,15394445.809781274,
OXDHCOAT_num3,OXDHCOAT,EC_kcat_max_BRENDA,2.3.1.174,1,7.8,41.648,674222.0514790625,
OXDHCOAT_num4,OXDHCOAT,global_default_no_ec,,0,65.0,41.477,5641680.931600647,
OXPTNDH_num2,OXPTNDH,EC_class_1_SABIO_median,1.2.1.20,0,17.825000000000003,51.12,1255281.6901408453,
OXPTNDH_num3,OXPTNDH,EC_class_1_SABIO_median,1.2.1.20,0,17.825000000000003,49.854,1287158.5028282588,
OXPTNDH_num4,OXPTNDH,EC_class_1_SABIO_median,1.2.1.20,0,17.825000000000003,52.406,1224478.113193146,
OXPTNDH_num5,OXPTNDH,EC_class_1_SABIO_median,1.2.1.20,0,17.825000000000003,50.143,1279739.9437608442,
OXPTNDH_num6,OXPTNDH,EC_class_1_SABIO_median,1.2.1.20,0,17.825000000000003,50.756,1264284.0255339271,
OXPTNDH_num7,OXPTNDH,EC_class_1_SABIO_median,1.2.1.20,0,17.825000000000003,51.754,1239904.1619971406,
OXPTNDH_num8,OXPTNDH,EC_class_1_SABIO_median,1.2.1.20,0,17.825000000000003,50.817,1262766.397071846,
OXPTNDH_num9,OXPTNDH,EC_class_1_SABIO_median,1.2.1.20,0,17.825000000000003,52.084,1232048.2297826589,
OXPTNDH_num10,OXPTNDH,EC_class_1_SABIO_median,1.2.1.20,0,17.825000000000003,50.429,1272482.103551528,
OXPTNDH_num11,OXPTNDH,EC_class_1_SABIO_median,1.2.1.20,0,17.825000000000003,49.352,1300251.2562814073,
OXPTNDH_num12,OXPTNDH,EC_class_1_SABIO_median,1.2.1.20,0,17.825000000000003,50.241,1277243.6854361978,
OXPTNDH_num13,OXPTNDH,EC_class_1_SABIO_median,1.2.1.20,0,17.825000000000003,52.647,1218872.8702490171,
OXPTNDH_num14,OXPTNDH,EC_class_1_SABIO_median,1.2.1.20,0,17.825000000000003,50.364,1274124.3745532525,
P2OLDH_num2,P2OLDH,EC_class_1_SABIO_median,1.1.1.M22,0,17.825000000000003,51.12,1255281.6901408453,
P2OLDH_num3,P2OLDH,EC_class_1_SABIO_median,1.1.1.M22,0,17.825000000000003,35.915,1786718.6412362526,
P2OLDH_num4,P2OLDH,EC_class_1_SABIO_median,1.1.1.M22,0,17.825000000000003,50.241,1277243.6854361978,
P2OLDH_num5,P2OLDH,EC_class_1_SABIO_median,1.1.1.M22,0,17.825000000000003,40.29,1592702.903946389,
P2OLDH_num6,P2OLDH,EC_class_1_SABIO_median,1.1.1.M22,0,17.825000000000003,42.38,1514157.621519585,
P5CD_num2,P5CD,EC_kcat_max_BRENDA,1.2.1.88,1,25.0,59.088,1523151.9090170593,
PAPSR_num2,PAPSR,EC_kcat_max_BRENDA,1.8.4.8,1,3.5,42.57,295983.0866807611,
PAPSR_num3,PAPSR,EC_kcat_max_BRENDA,1.8.4.8,1,3.5,59.289,212518.3423569296,
PAPSR_num4,PAPSR,EC_kcat_max_BRENDA,1.8.4.8,1,3.5,55.647000000000006,226427.3006631085,
PC_num2,PC,SABIO_RK_cache_median,6.4.1.1,7,59.5,47.185,4539578.255801632,
PC_num3,PC,SABIO_RK_cache_median,6.4.1.1,7,59.5,69.118,3099048.004861252,
PC_num4,PC,SABIO_RK_cache_median,6.4.1.1,7,59.5,196.268,1091364.868445187,
PC6YM_num2,PC6YM,EC_class_2_SABIO_median,2.1.1.132,0,4.9,42.589,414191.4578881871,
PCFO_num2,PCFO,SABIO_RK_cache_median,1.3.8.7,40,13.149999999999999,45.843,1032654.9309600155,
PCFO_num3,PCFO,SABIO_RK_cache_median,1.3.8.7,40,13.149999999999999,41.24,1147914.6459747816,
PCFO_num4,PCFO,SABIO_RK_cache_median,1.3.8.7,40,13.149999999999999,42.229,1121030.571408274,
PCOATA_num2,PCOATA,EC_kcat_max_BRENDA,2.3.1.180,1,47.1,95.188,1781316.9727276547,
PDH4_num2,PDH4,SABIO_RK_cache_median,1.2.4.1,4,0.47,35.839,47211.138703646866,
PDH4_num3,PDH4,SABIO_RK_cache_median,1.2.4.1,4,0.47,34.605,48894.66840052016,
PDH4_num4,PDH4,SABIO_RK_cache_median,1.2.4.1,4,0.47,102.47,16512.149897530984,
PDH4_num5,PDH4,SABIO_RK_cache_median,1.2.4.1,4,0.47,36.381,46507.79252906737,
PDH4_num6,PDH4,SABIO_RK_cache_median,1.2.4.1,4,0.47,42.023,40263.66513575899,
PDHe3hr_num2,PDHe3hr,SABIO_RK_cache_median,1.8.1.4,21,190.0,50.958,13422818.791946309,
PENAM_num2,PENAM,SABIO_RK_cache_median,3.5.1.11,29,42.0,95.829,1577810.4749084308,
PGCD_num2,PGCD,SABIO_RK_cache_median,1.1.1.95,15,119.7,48.887,8814613.291877186,
PGM_num2,PGM,SABIO_RK_cache_median,5.4.2.12,10,51.0,12.1,15173553.719008265,
PHCD_num2,PHCD,EC_kcat_max_BRENDA,1.2.1.88,1,25.0,59.088,1523151.9090170593,
PHETA1_num2,PHETA1,SABIO_RK_cache_median,2.6.1.9,4,0.02875,43.692,2368.854710244438,
PHETA1_num3,PHETA1,SABIO_RK_cache_median,2.6.1.9,4,0.02875,37.95,2727.272727272727,
PHETA1_num4,PHETA1,SABIO_RK_cache_median,2.6.1.9,4,0.02875,39.276,2635.1970669110906,
PHETA1_num5,PHETA1,SABIO_RK_cache_median,2.6.1.9,4,0.02875,42.014,2463.46455943257,
PHETA1_num6,PHETA1,SABIO_RK_cache_median,2.6.1.9,4,0.02875,37.593,2753.172133109887,
PKBBS_num3,PKBBS,EC_class_2_SABIO_median,2.3.1.235,0,4.9,42.698,413134.1046419036,
PMANM_num2,PMANM,SABIO_RK_cache_median,5.4.2.8,7,4.39,58.21,271499.7423123174,
PPA_num2,PPA,SABIO_RK_cache_median,3.6.1.1,23,314.6,19.218,58932251.01467375,
PPCOAC_num2,PPCOAC,EC_kcat_max_BRENDA,6.4.1.3,1,8.0,47.185,610363.4629649252,
PPCOAC_num3,PPCOAC,EC_kcat_max_BRENDA,6.4.1.3,1,8.0,69.118,416678.72334268934,
PPCOAC_num5,PPCOAC,EC_kcat_max_BRENDA,6.4.1.3,1,8.0,54.453,528896.4795328081,
PPCOAC_num6,PPCOAC,EC_kcat_max_BRENDA,6.4.1.3,1,8.0,61.097,471381.5735633501,
PPCOAC_num7,PPCOAC,EC_kcat_max_BRENDA,6.4.1.3,1,8.0,47.185,610363.4629649252,
PPCOAC_num8,PPCOAC,EC_kcat_max_BRENDA,6.4.1.3,1,8.0,69.118,416678.72334268934,
PPCOAC_num10,PPCOAC,EC_kcat_max_BRENDA,6.4.1.3,1,8.0,54.453,528896.4795328081,
PPCOAC_num12,PPCOAC,EC_kcat_max_BRENDA,6.4.1.3,1,8.0,47.185,610363.4629649252,
PPCOAC_num13,PPCOAC,EC_kcat_max_BRENDA,6.4.1.3,1,8.0,69.118,416678.72334268934,
PPCOAC_num15,PPCOAC,EC_kcat_max_BRENDA,6.4.1.3,1,8.0,47.185,610363.4629649252,
PPCOAC_num16,PPCOAC,EC_kcat_max_BRENDA,6.4.1.3,1,8.0,69.118,416678.72334268934,
PPGPPDP_num2,PPGPPDP,SABIO_RK_cache_median,3.1.7.2,10,2.645,91.288,104307.24739286654,
PROabc_num2,PROabc,global_default_no_ec,,0,65.0,47.641,4911735.68984698,
PROabc_num3,PROabc,global_default_no_ec,,0,65.0,36.741,6368906.6710214745,
PROabc_num4,PROabc,global_default_no_ec,,0,65.0,38.6,6062176.165803108,
PROabc_num6,PROabc,global_default_no_ec,,0,65.0,41.272,5669703.430897461,
PROabc_num7,PROabc,global_default_no_ec,,0,65.0,36.741,6368906.6710214745,
PROabc_num8,PROabc,global_default_no_ec,,0,65.0,38.6,6062176.165803108,
PROabc_num9,PROabc,EC_class_7_SABIO_median,7.6.2.11,0,0.008333333,40.235,745.6194556977756,
PROt2r_num2,PROt2r,global_default_no_ec,,0,65.0,24.56,9527687.296416938,
PROt2r_num3,PROt2r,global_default_no_ec,,0,65.0,33.74,6935388.263189092,
PSCVT_num2,PSCVT,SABIO_RK_cache_median,2.5.1.19,19,3.0,36.494,295939.0584753658,
PTLACS_num2,PTLACS,EC_kcat_max_BRENDA,1.14.19.8,1,10.5,45.393,832727.5130526733,
PTLACS_num3,PTLACS,EC_kcat_max_BRENDA,1.14.19.8,1,10.5,42.831,882538.3483925194,
PTLACS_num4,PTLACS,EC_kcat_max_BRENDA,1.14.19.8,1,10.5,44.706,845524.090726077,
PTLACS_num5,PTLACS,EC_kcat_max_BRENDA,1.14.19.8,1,10.5,44.237,854488.3242534529,
PTLACS_num6,PTLACS,EC_kcat_max_BRENDA,1.14.19.8,1,10.5,45.245,835451.4310973588,
PTLACS_num7,PTLACS,EC_kcat_max_BRENDA,1.14.19.8,1,10.5,47.662,793084.6376568335,
PTRCTA_num2,PTRCTA,EC_class_2_SABIO_median,2.6.1.82,0,4.9,41.306,427056.6019464485,
PTRCabc_num2,PTRCabc,global_default_no_ec,,0,65.0,36.741,6368906.6710214745,
PTRCabc_num3,PTRCabc,global_default_no_ec,,0,65.0,39.578,5912375.562181009,
PTRCabc_num4,PTRCabc,global_default_no_ec,,0,65.0,38.6,6062176.165803108,
PTRCabc_num5,PTRCabc,global_default_no_ec,,0,65.0,43.967,5322173.44826802,
PUNP4_num2,PUNP4,SABIO_RK_cache_median,2.4.2.1,4,56.0,43.8,4602739.726027397,
PUNP6_num2,PUNP6,SABIO_RK_cache_median,2.4.2.1,4,56.0,43.8,4602739.726027397,
PUTA3_num2,PUTA3,EC_kcat_max_BRENDA,1.2.1.88,1,25.0,59.088,1523151.9090170593,
PYDXOR_num2,PYDXOR,EC_class_1_SABIO_median,1.1.1.65,0,17.825000000000003,31.735,2022057.6650386013,
PYRS_num2,PYRS,EC_kcat_max_BRENDA,1.2.7.1,1,109.0,37.119,10571405.479673482,
Piabc_num2,Piabc,global_default_no_ec,,0,65.0,37.378,6260367.060837926,
REDS10_num2,REDS10,EC_kcat_max_BRENDA,2.3.1.179,1,0.047,41.108,4115.987155784763,
REDS11_num2,REDS11,SABIO_RK_cache_median,1.1.1.100,2,4.0,25.479,565171.3175556341,
REDS11_num3,REDS11,SABIO_RK_cache_median,1.1.1.100,2,4.0,25.91,555769.9729834041,
REDS11_num4,REDS11,SABIO_RK_cache_median,1.1.1.100,2,4.0,26.729,538740.693628643,
REDS11_num5,REDS11,SABIO_RK_cache_median,1.1.1.100,2,4.0,24.429,589463.3427483728,
REDS11_num6,REDS11,SABIO_RK_cache_median,1.1.1.100,2,4.0,25.548,563644.9037106623,
REDS11_num7,REDS11,SABIO_RK_cache_median,1.1.1.100,2,4.0,25.878,556457.2223510317,
REDS14_num2,REDS14,EC_kcat_max_BRENDA,2.3.1.179,1,0.047,41.108,4115.987155784763,
REDS15_num2,REDS15,SABIO_RK_cache_median,1.1.1.100,2,4.0,25.479,565171.3175556341,
REDS15_num3,REDS15,SABIO_RK_cache_median,1.1.1.100,2,4.0,25.91,555769.9729834041,
REDS15_num4,REDS15,SABIO_RK_cache_median,1.1.1.100,2,4.0,26.729,538740.693628643,
REDS15_num5,REDS15,SABIO_RK_cache_median,1.1.1.100,2,4.0,24.429,589463.3427483728,
REDS15_num6,REDS15,SABIO_RK_cache_median,1.1.1.100,2,4.0,25.548,563644.9037106623,
REDS15_num7,REDS15,SABIO_RK_cache_median,1.1.1.100,2,4.0,25.878,556457.2223510317,
REDS18_num2,REDS18,EC_kcat_max_BRENDA,2.3.1.179,1,0.047,41.108,4115.987155784763,
REDS19_num2,REDS19,SABIO_RK_cache_median,1.1.1.100,2,4.0,25.479,565171.3175556341,
REDS19_num3,REDS19,SABIO_RK_cache_median,1.1.1.100,2,4.0,25.91,555769.9729834041,
REDS19_num4,REDS19,SABIO_RK_cache_median,1.1.1.100,2,4.0,26.729,538740.693628643,
REDS19_num5,REDS19,SABIO_RK_cache_median,1.1.1.100,2,4.0,24.429,589463.3427483728,
REDS19_num6,REDS19,SABIO_RK_cache_median,1.1.1.100,2,4.0,25.548,563644.9037106623,
REDS19_num7,REDS19,SABIO_RK_cache_median,1.1.1.100,2,4.0,25.878,556457.2223510317,
REDS23_num2,REDS23,EC_kcat_max_BRENDA,6.2.1.20,1,0.016,194.621,295.95983989394773,
REDS23_num3,REDS23,EC_kcat_max_BRENDA,6.2.1.20,1,0.016,511.635,112.58025741006773,
REDS23_num4,REDS23,EC_kcat_max_BRENDA,6.2.1.20,1,0.016,191.743,300.4021007285794,
REDS23_num5,REDS23,EC_kcat_max_BRENDA,6.2.1.20,1,0.016,488.332,117.95254048475218,
REDS23_num6,REDS23,EC_kcat_max_BRENDA,6.2.1.20,1,0.016,812.906,70.85690104390915,
REDS23_num7,REDS23,EC_kcat_max_BRENDA,6.2.1.20,1,0.016,1026.908,56.090711144523176,
REDS23_num8,REDS23,EC_kcat_max_BRENDA,6.2.1.20,1,0.016,354.501,162.4819111934804,
REDS23_num9,REDS23,EC_kcat_max_BRENDA,6.2.1.20,1,0.016,513.669,112.1344679161094,
REDS23_num10,REDS23,EC_kcat_max_BRENDA,6.2.1.20,1,0.016,389.768,147.78021797582153,
REDS23_num11,REDS23,EC_kcat_max_BRENDA,6.2.1.20,1,0.016,493.373,116.74736963717106,
REDS23_num12,REDS23,EC_kcat_max_BRENDA,6.2.1.20,1,0.016,377.957,152.39828869421655,
REDS23_num13,REDS23,EC_kcat_max_BRENDA,6.2.1.20,1,0.016,327.66,175.79197949093572,
REDS23_num14,REDS23,EC_kcat_max_BRENDA,6.2.1.20,1,0.016,190.419,302.49082286956656,
REDS23_num15,REDS23,EC_kcat_max_BRENDA,6.2.1.20,1,0.016,177.838,323.890282166916,
REDS23_num16,REDS23,EC_kcat_max_BRENDA,6.2.1.20,1,0.016,233.372,246.81624187991702,
REDS23_num17,REDS23,EC_kcat_max_BRENDA,6.2.1.20,1,0.016,198.708,289.87257684642793,
REDS23_num18,REDS23,EC_kcat_max_BRENDA,6.2.1.20,1,0.016,246.176,233.97894189522944,
REDS23_num19,REDS23,EC_kcat_max_BRENDA,6.2.1.20,1,0.016,99.848,576.8768528162808,
REDS23_num20,REDS23,EC_kcat_max_BRENDA,6.2.1.20,1,0.016,230.089,250.3379127207298,
REDS23_num21,REDS23,EC_kcat_max_BRENDA,6.2.1.20,1,0.016,285.824,201.52261531571875,
REDS23_num22,REDS23,EC_kcat_max_BRENDA,6.2.1.20,1,0.016,191.91,300.1406909488823,
REDS23_num23,REDS23,EC_kcat_max_BRENDA,6.2.1.20,1,0.016,120.317,478.73534080803216,
REDS23_num24,REDS23,EC_kcat_max_BRENDA,6.2.1.20,1,0.016,324.317,177.60401089057927,
REDS24_num2,REDS24,global_default_no_ec,,0,65.0,194.621,1202336.8495691626,
REDS24_num3,REDS24,global_default_no_ec,,0,65.0,511.635,457357.2957284001,
REDS24_num4,REDS24,global_default_no_ec,,0,65.0,191.743,1220383.5342098537,
REDS24_num5,REDS24,global_default_no_ec,,0,65.0,488.332,479182.1957193057,
REDS24_num6,REDS24,global_default_no_ec,,0,65.0,812.906,287856.1604908809,
REDS24_num7,REDS24,global_default_no_ec,,0,65.0,1026.908,227868.51402462542,
REDS24_num8,REDS24,global_default_no_ec,,0,65.0,354.501,660082.7642235142,
REDS24_num9,REDS24,global_default_no_ec,,0,65.0,513.669,455546.27590919443,
REDS24_num10,REDS24,global_default_no_ec,,0,65.0,389.768,600357.1355267749,
REDS24_num11,REDS24,global_default_no_ec,,0,65.0,493.373,474286.18915100745,
REDS24_num12,REDS24,global_default_no_ec,,0,65.0,377.957,619118.0478202547,
REDS24_num13,REDS24,global_default_no_ec,,0,65.0,327.66,714154.9166819263,
REDS24_num14,REDS24,global_default_no_ec,,0,65.0,190.419,1228868.967907614,
REDS24_num15,REDS24,global_default_no_ec,,0,65.0,177.838,1315804.271303096,
REDS24_num16,REDS24,global_default_no_ec,,0,65.0,233.372,1002690.9826371629,
REDS24_num17,REDS24,global_default_no_ec,,0,65.0,198.708,1177607.3434386135,
REDS24_num18,REDS24,global_default_no_ec,,0,65.0,246.176,950539.4514493695,
REDS24_num19,REDS24,global_default_no_ec,,0,65.0,99.848,2343562.2145661404,
REDS24_num20,REDS24,global_default_no_ec,,0,65.0,230.089,1016997.7704279649,
REDS24_num21,REDS24,global_default_no_ec,,0,65.0,285.824,818685.6247201074,
REDS24_num22,REDS24,global_default_no_ec,,0,65.0,191.91,1219321.5569798343,
REDS24_num23,REDS24,global_default_no_ec,,0,65.0,120.317,1944862.3220326307,
REDS24_num24,REDS24,global_default_no_ec,,0,65.0,324.317,721516.2942429783,
REDS25_num2,REDS25,EC_kcat_max_BRENDA,2.3.1.179,1,0.047,194.621,869.3820296884714,
REDS25_num3,REDS25,EC_kcat_max_BRENDA,2.3.1.179,1,0.047,511.635,330.70450614207397,
REDS25_num4,REDS25,EC_kcat_max_BRENDA,2.3.1.179,1,0.047,191.743,882.431170890202,
REDS25_num5,REDS25,EC_kcat_max_BRENDA,2.3.1.179,1,0.047,488.332,346.4855876739595,
REDS25_num6,REDS25,EC_kcat_max_BRENDA,2.3.1.179,1,0.047,812.906,208.1421468164831,
REDS25_num7,REDS25,EC_kcat_max_BRENDA,2.3.1.179,1,0.047,1026.908,164.76646398703684,
REDS25_num8,REDS25,EC_kcat_max_BRENDA,2.3.1.179,1,0.047,354.501,477.2906141308487,
REDS25_num9,REDS25,EC_kcat_max_BRENDA,2.3.1.179,1,0.047,513.669,329.3949995035714,
REDS25_num10,REDS25,EC_kcat_max_BRENDA,2.3.1.179,1,0.047,389.768,434.1043903039757,
REDS25_num11,REDS25,EC_kcat_max_BRENDA,2.3.1.179,1,0.047,493.373,342.94539830919,
REDS25_num12,REDS25,EC_kcat_max_BRENDA,2.3.1.179,1,0.047,377.957,447.6699730392611,
REDS25_num13,REDS25,EC_kcat_max_BRENDA,2.3.1.179,1,0.047,327.66,516.3889397546236,
REDS25_num14,REDS25,EC_kcat_max_BRENDA,2.3.1.179,1,0.047,190.419,888.5667921793518,
REDS25_num15,REDS25,EC_kcat_max_BRENDA,2.3.1.179,1,0.047,177.838,951.4277038653156,
REDS25_num16,REDS25,EC_kcat_max_BRENDA,2.3.1.179,1,0.047,233.372,725.0227105222563,
REDS25_num17,REDS25,EC_kcat_max_BRENDA,2.3.1.179,1,0.047,198.708,851.500694486382,
REDS25_num18,REDS25,EC_kcat_max_BRENDA,2.3.1.179,1,0.047,246.176,687.3131418172364,
REDS25_num19,REDS25,EC_kcat_max_BRENDA,2.3.1.179,1,0.047,99.848,1694.5757551478248,
